nome,url,url_canonical,indirizzo,cap,citta,provincia,regione,paese,telefono,email,sito_web,padiglione,stand,coespositore,espositore_principale,partita_iva,marchi,categorie,descrizione
HYMSON NOVOLAS,https://dp-plast.fieramilano.it/exhibitor/715,https://dp-plast.fieramilano.it/exhibitor/715,Kägiswilerstrasse 46,6060,Sarnen,,,Switzerland,+41 79 6412158,sales@hymson.ch,http://www.hymson.com,24,C129,,,,,"SALDATRICI A LASER | SALDATRICI, ALTRE | SALDATRICI PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA","Hymson Novolas is the dedicated plastic laser welding division of Hymson Laser Technology Group. Building on the pioneering work of the Leister LPW division in Switzerland since 1998, we bring nearly 30 years of specialized expertise and 75 years of industrial excellence, featuring unique patented technologies such as Globo welding and mask welding.
 After Hymson's strategic acquisition and integration in 2025, we continue to uphold the Swiss tradition of precision and innovation. With advanced automation capabilities and a global service network, we offer comprehensive process solutions and tailored services. As a trusted partner and technological benchmark, we meet critical welding needs across diverse sectors, including automotive, medical devices, consumer electronics, and more."
TOMMY BONICELLI,https://dp-plast.fieramilano.it/exhibitor/716,https://dp-plast.fieramilano.it/exhibitor/716,Via G. Festi 461,24020,VILLA D'OGNA,BG,Lombardia,Italy,+39 393 4909325,info@tommybonicelli.it,http://www.tommybonicelli.it,24,A121 A127,,,,,MISCELATORI DI TIPO CONTINUO PER SOLIDI,
PLASTICS INDUSTRY,https://dp-plast.fieramilano.it/exhibitor/717,https://dp-plast.fieramilano.it/exhibitor/717,"Floor 3, N.242, Guangming North Road Shiqiao Street, Panyu District",511404,Guangzhou,,,China,+86 20 34899292,plasticsindustry@outlook.com,http://www.ip1689.com,11,D70,,,,,CONSULENZA VENDITA E MARKETING | SERVIZI DI INFORMAZIONE | ALTRI SERVIZI DI CONSULENZA | LIBRI E GIORNALI | ASSOCIAZIONI COMMERCIALI ED ENTI INDUSTRIALI | SERVIZI COMMERCIALI E AMMINISTRATIVI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA | ORGANIZZAZIONI COMMERCIALI,
MAIN TECH,https://dp-plast.fieramilano.it/exhibitor/718,https://dp-plast.fieramilano.it/exhibitor/718,Via Fornace Seconda Strada 16,35010,SAN GIORGIO DELLE PERTICHE,PD,Veneto,Italy,+39 049 7968480,info@maintechsrl.com,http://www.maintechsrl.com,22,D90,,,,,,
CARLO GAVAZZI,https://dp-plast.fieramilano.it/exhibitor/719,https://dp-plast.fieramilano.it/exhibitor/719,Via Milano 13,20045,LAINATE,MI,Lombardia,Italy,+39 02 931761,info@gavazziacbu.it,http://www.gavazziautomation.com,13,M02,,,,,"COMPONENTI ELETTRONICI | COMPONENTI ELETTRICI | ALTRE APPLICAZIONI ELETTROTECNICHE ED ELETTRONICHE | AUTOMAZIONE, ROBOTICA E INFORMATICA | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | APPLICAZIONI ELETTROTECNICHE ED ELETTRONICHE | FORNITORI DI SEMILAVORATI O PRODOTTI FINITI IN  MATERIE PLASTICHE E GOMMA E SERVIZI DI LAVORAZIONE C | FABBRICAZIONE E PROCESSO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA",
TECNOEDIZIONI,https://dp-plast.fieramilano.it/exhibitor/720,https://dp-plast.fieramilano.it/exhibitor/720,Via Solari 1,20144,MILANO,MI,Lombardia,Italy,+39 02 92865345,eventi@tecnoedizioni.com,http://www.tecnoedizioni.com,11,B97,,,,,LIBRI E GIORNALI | ORGANIZZAZIONI COMMERCIALI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA,
WOMEN IN PLASTICS ITALY,https://dp-plast.fieramilano.it/exhibitor/721,https://dp-plast.fieramilano.it/exhibitor/721,Via Marsala 36,21013,GALLARATE,VA,Lombardia,Italy,+39 392 9008551,info@wips-italy.it,http://www.wips-italy.it,15,A73 B74,,,,,ASSOCIAZIONI COMMERCIALI ED ENTI INDUSTRIALI | ORGANIZZAZIONI COMMERCIALI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA,"ASSOCIAZIONE - L’Associazione Women in Plastics Italy (WIP-IT) nasce grazie all’iniziativa di un gruppo di donne che operano nel settore della plastica, con l’obiettivo di valorizzare il talento femminile sia nella società che nell’industria di riferimento.
 La missione si concretizza in tre obiettivi principali:
 PROMUOVERE una cultura di inclusività e di sostenibilità sociale e ambientale; EDUCARE per migliorare l’immagine della plastica attraverso i suoi utilizzi più virtuosi; INCENTIVARE contatti e relazioni per creare reti di scambio professionali e solidali tra tutti coloro che aderiranno all’Associazione e condivideranno il Manifesto."
KEYUAN,https://dp-plast.fieramilano.it/exhibitor/722,https://dp-plast.fieramilano.it/exhibitor/722,"N.102, Xinhui Road, Gaoxin Zone",315100,"Ningbo, Zhejiang Province",,,China,+86 574 56804976,maoxx@kygroup.ltd,http://www.chpolymer.com/,11,C33,,,,,"POLIMETILMETACRILATO (PMMA) | ALTRI COPOLIMERI | POLIBUTILENTEREFTALATO (PBT) | COPOLIMERI DI STIRENE-ACRILONITRILE (SAN) | POLISTIRENE (GPPS, HIPS, EPS) | ACRILONITRILE-BUTADIENE-STIRENE (ABS) | METILMETACRILATO-BUTADIENE-STIRENE (MBS) | COPOLIMERI DI STIRENE-BUTADIENE (SB) | ELASTOMERI A BLOCCHI STIRENICI (SIS, SBS, SEBS) | STIRENE-BUTADIENE (SBR) | ETILENE-VINILACETATO (EVA) | ELASTOMERI TERMOPLASTICI (TPE) | ALTRI ELASTOMERI | ACRILICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | POLIESTERI TERMOPLASTICI | STIRENICHE E COPOLIMERI A BASE DI STIRENE | ELASTOMERI",
CARDLO,https://dp-plast.fieramilano.it/exhibitor/723,https://dp-plast.fieramilano.it/exhibitor/723,"N.6 Huafeng Road, Yonghe District, Economic and  Technological Development Zone",510630,Guangzhou,,,China,+86 13570088732,betty@cardlo.cn,http://www.cardlo.cn,11,C63,,,,,"STABILIZZANTI | PLASTIFICANTI | LUBRIFICANTI | ESPANDENTI | DISTACCANTI | ALTRI ADDITIVI E AUSILIARI DI PROCESSO | MATERIE PRIME, RIGENERATE E COMPOSITI","Guangdong Cardlo Biotechnology Co., Ltd. is a national specialized and new key ""little giant"" enterprise providing ester functional materials.
 It successfully undertook the national 14th Five-Year Key Research Project in 2022 and is committed to becoming a supplier and solution provider of ester functional materials.
 From the beginning of its establishment, the company has established the great mission of ""ester and ester tireless, one thing in life, improving human life and promoting social progress"", and its products are exported to more than 100 countries and regions.

 
 In the next ten years, Cardlo will continue to develop ester materials as technological breakthroughs, drive social progress with innovative technology, and strive to create a high-quality and healthy life for mankind with high-tech products."
IIP,https://dp-plast.fieramilano.it/exhibitor/724,https://dp-plast.fieramilano.it/exhibitor/724,Via Velleia 2,20900,MONZA,MB,Lombardia,Italy,+39 039 2045700,info@iip.it,http://www.iip.it,24,B15,,,,,"SELEZIONE DEI MATERIALI | PROGETTAZIONE DEL PRODOTTO | INGEGNERIA DI PRODUZIONE | SERVIZI DI FABBRICAZIONE E PROCESSO | PROVE, MISURE E CONTROLLI | GARANZIA DI QUALITA' | RICERCA E SVILUPPO | CONSULENZA SUL RICICLAGGIO | CONSULENZA DI FORMAZIONE | CONSULENZA COMMERCIALE E GENERALE | SERVIZI DI INFORMAZIONE | ALTRI SERVIZI DI CONSULENZA | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA | FABBRICAZIONE E PROCESSO | SERVIZI COMMERCIALI E AMMINISTRATIVI","IIP nasce nel 1956 come Istituto Italiano dei Plastici, con l’obiettivo di supportare la filiera delle materie plastiche attraverso attività di certificazione, normazione e formazione. 
 Nel corso degli anni ha progressivamente ampliato le proprie competenze e i settori applicativi, evolvendosi in un ente di certificazione accreditato da Accredia e adottando, dal 2024, la denominazione IIP – Improve, Innovate, Perform. 
 Oggi IIP offre servizi integrati di certificazione di prodotto e di sistema, prove di laboratorio, ispezione e formazione nei settori plastica, gomma, carta e cartone, con particolare focus sui temi della circolarità e sostenibilità del ciclo di vita dei materiali polimerici. 
 Presso la sede di Monza (MB), dispone di laboratori attrezzati per l’esecuzione di prove fisico-chimiche, meccaniche e chimico-sensoriali, operando con tecnologie avanzate e personale altamente specializzato. Infine, IIP offre corsi di formazione, sia in presenza che online, contribuendo allo sviluppo di personale qualificato e alla crescita delle competenze tecniche delle aziende."
AVIAN,https://dp-plast.fieramilano.it/exhibitor/725,https://dp-plast.fieramilano.it/exhibitor/725,"N. 585, Dongxue Road, Dongjing Industrial Park Songjiang",201619,Shanghai,,,China,+86 021 67679191,sales@avianrecycle.com,http://www.avianrecycle.com,13,H21 J22,,,,,"MACCHINE PER LAVORAZIONE SECONDARIA, ALTRE | PARTI E COMPONENTI DI MACCHINE PER MATERIE PLASTICHE E GOMMA, ALTRE | RICERCA E SVILUPPO | MISCELATORI DI TIPO CONTINUO PER SOLIDI | MISCELATORI, ALTRI | MACCHINE PER LAVORAZIONE SECONDARIA DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA | FABBRICAZIONE E PROCESSO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA",
INSTM,https://dp-plast.fieramilano.it/exhibitor/726,https://dp-plast.fieramilano.it/exhibitor/726,Via Giuseppe Giusti 9,50121,FIRENZE,FI,Toscana,Italy,+39 055 233871,segreteria@instm.it,http://www.instm.it,11,B129,,,,,RICERCA E SVILUPPO | FABBRICAZIONE E PROCESSO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA,
JIANGYIN DELING GEARBOX,https://dp-plast.fieramilano.it/exhibitor/727,https://dp-plast.fieramilano.it/exhibitor/727,"N.19 Yingbin Road, Qiaoqi Industrial Park",214408,"Jiangyin City, Jiangsu",,,China,+86 15190336539,angelchen@dlclx.cn,http://www.dlclx.cn,13,V30,,,,,"IMPIANTI DI MESCOLAZIONE | IMPIANTI DI RICICLAGGIO | IMPIANTI D'ESTRUSIONE PER FILM SOFFIATO | IMPIANTI D'ESTRUSIONE PER FILM-FOGLIE-LASTRE | IMPIANTI D'ESTRUSIONE PER REGGETTE | ESTRUSORI MONOVITE | ESTRUSORI BIVITE | ESTRUSORI, ALTRI | IMPIANTI D'ESTRUSIONE PER MONO E MULTIFILAMENTI | IMPIANTI D'ESTRUSIONE PER TUBI E PROFILI | IMPIANTI D'ESTRUSIONE PER ACCOPPIAMENTO E SPALMATURA | IMPIANTI D'ESTRUSIONE PER RIVESTIMENTO DI TUBI E CAVI | IMPIANTI D'ESTRUSIONE PER COMPOUND | IMPIANTI D'ESTRUSIONE, ALTRI | MACCHINE PER ESTRUSIONE/SOFFIAGGIO | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCH","envenuti a JIANGYIN DELING GEARBOX a PLAST 2026, Padiglione 13 - Stand V30! Siamo specializzati in riduttori ad alta coppia per linee di estrusione plastica, offrendo soluzioni affidabili e ad alta efficienza per estrusori a vite singola e doppia. I nostri prodotti sono progettati per il funzionamento continuo sotto carichi pesanti, con basso rumore, lunga durata e opzioni di flangia personalizzate per adattarsi a varie marche (inclusi standard italiani). Venite a trovarci per esplorare il nostro catalogo completo e discutere le vostre esigenze di estrusione!"
CHEMCOURIER,https://dp-plast.fieramilano.it/exhibitor/728,https://dp-plast.fieramilano.it/exhibitor/728,48B Naberezhna Peremony Street,49094,Dnipro,,,Ukraine,+38 056 3757918,sales@chemcourier.com,http://www.chemcourier.com,11,B110,,,,,"COPOLIMERI DI POLIPROPILENE (PPCP) | POLIETILENE MEDIA DENSITA' (MDPE) | POLIETILENE ALTO PESO MOLECOLARE (HMWPE) | POLIETILENE RETICOLATO (XLPE) | OMOPOLIMERI DI POLIPROPILENE (PPHP) | MISCELE DI POLIOLEFINE | ALTRE POLIOLEFINE | POLISTIRENE (GPPS, HIPS, EPS) | CLORURO DI POLIVINILE (PVC) | ALTRI COPOLIMERI A BASE VINILICA | POLIISOPRENE | POLIBUTADIENE (PB) | ETILENE-PROPILENE (EPR, EPDM) | ELASTOMERI TERMOPLASTICI (TPE) | ALTRI ELASTOMERI | POLIOLEFINICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | STIRENICHE E COPOLIMERI A BASE DI STIRENE | VINILICHE | ELASTOMERI","ChemCourier is a major global market intelligence company based in Ukraine with over 28 years of experience in reporting on the chemical markets. The company provides independent information and expert analysis of the key chemical markets such as petrochemicals, liquefied petroleum gas, mineral fertilizers, polymers, paints and coatings, chlor-alkali chemicals and tyres. 
 ChemCourier’s weekly reports deliver all the information about the chemical markets you need: the confirmed transaction prices, quotes, business environment, developments and trends, market forecasts, commodities production and consumption. The weekly reports target sales, procurement and marketing professionals. 
 Our experts with their in-depth market knowledge will provide you with the insight to help you make strategic trading decisions. The first issue of ChemCourier came out on 15 September 1997. Since then, ChemCourier has become the leading chemical market intelligence company in Eastern Europe. 
 We carry out the comprehensive analysis of the following chemical market segments: Petrochemicals, Polymers, Fertilizers, Paints and coatings, Chlorine and alkali and Tyres. 
 All the information is available through customizable newsfeeds on our website and mailouts that contain our weekly reports in PDF format. We also provide consulting services to help our customers make better-informed business decisions. 
 In addition, ChemCourier is always ready to undertake custom market research to meet your busin"
SACE,https://dp-plast.fieramilano.it/exhibitor/729,https://dp-plast.fieramilano.it/exhibitor/729,Piazza Poli 37/42,00187,ROMA,RM,Lazio,Italy,+39 06 67361,info@sace.it,http://www.sace.it,11,C126,,,,,SERVIZI COMMERCIALI FINANZIARI | SERVIZI COMMERCIALI E AMMINISTRATIVI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA,
TMP,https://dp-plast.fieramilano.it/exhibitor/730,https://dp-plast.fieramilano.it/exhibitor/730,Via Eritrea 21,20157,MILANO,MI,Lombardia,Italy,+39 02 39090360,tmp@tecnichenuove.com,http://www.associazionetmp.com,24,C17,,,,,ASSOCIAZIONI COMMERCIALI ED ENTI INDUSTRIALI | ORGANIZZAZIONI COMMERCIALI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA,"Fondata a Milano nel 1979, TMP è un'associazione no-profit che aggrega professionisti ed esperti del comparto delle materie plastiche. La sua missione principale consiste nel potenziare la cultura tecnica e la qualificazione professionale dei soci attraverso la formazione, lo scambio di conoscenze e la sinergia con enti scientifici e industriali. L'associazione gestisce eventi di rilievo come il Congresso annuale delle materie plastiche e presenzia alle fiere del settore plastica. Inoltre, TMP investe sulle nuove generazioni tramite il Progetto Scuola e premi di studio, promuovendo una corretta informazione scientifica e sostenendo attivamente l'inserimento dei giovani nel settore tecnologico."
LOOKING PLAS,https://dp-plast.fieramilano.it/exhibitor/731,https://dp-plast.fieramilano.it/exhibitor/731,"19/F, Building 1, Lunjiang Building 378 Lingjiang Road",315800,"Beilun District, Zhejiang",,,China,+86 574 86880997,mediaservice@lookingplas.com,http://www.lookingplas.com,11,D76,,,,,"POLIMETILMETACRILATO (PMMA) | POLIAMMIDE 6 (PA 6) | POLIAMMIDE 66 (PA 66) | POLIBUTILENTEREFTALATO (PBT) | POLICARBONATO (PC) | POLIETILENTEREFTALATO (PET) | POLIETILENE BASSA DENSITA' (LDPE) | POLIETILENE LINEARE BASSA DENSITA' (LLDPE) | POLIETILENE ALTA DENSITA' (HDPE) | POLIETERETERCHETONE (PEEK) | ACETALICHE (POM) | CLORURO DI POLIVINILE (PVC) | POLIBUTADIENE (PB) | ELASTOMERI A BLOCCHI STIRENICI (SIS, SBS, SEBS) | ETILENE-VINILACETATO (EVA) | ACRILICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | POLIAMMIDICHE | POLIESTERI TERMOPLASTICI | POLIOLEFINICHE | ALTRE MATERIE PLASTICHE | VINILICHE | ELASTOMERI",
IIS GIULIO NATTA,https://dp-plast.fieramilano.it/exhibitor/732,https://dp-plast.fieramilano.it/exhibitor/732,Via XX Settembre 14/A,10098,RIVOLI,TO,Piemonte,Italy,+39 011 9563213,tois059003@istruzione.it,http://www.itisgiulionatta.it,11,B127,,,,,CONSULENZA DI FORMAZIONE | SERVIZI COMMERCIALI E AMMINISTRATIVI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA,
POLYMER BAZAAR,https://dp-plast.fieramilano.it/exhibitor/733,https://dp-plast.fieramilano.it/exhibitor/733,"Samyak House, Opp. Arpan Flates Nr. Shantivan Bus Stop, Narayan Nagar Rd, Shantiva",380007,"Paldi, Ahmedabad, Gujarat",,,India,+91 91 9374524365,info@polymerbazaar.com,http://polymerbazaar.com/,9,B87,,,,,"POLIMETILMETACRILATO (PMMA) | POLIAMMIDE 6 (PA 6) | POLIAMMIDE 66 (PA 66) | POLIBUTILENTEREFTALATO (PBT) | POLICARBONATO (PC) | POLIETILENTEREFTALATO (PET) | POLIETILENE BASSA DENSITA' (LDPE) | POLIETILENE LINEARE BASSA DENSITA' (LLDPE) | POLIETILENE ALTA DENSITA' (HDPE) | COPOLIMERI DI POLIPROPILENE (PPCP) | POLISTIRENE (GPPS, HIPS, EPS) | ACRILONITRILE-BUTADIENE-STIRENE (ABS) | CLORURO DI POLIVINILE (PVC) | ACRILICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | POLIAMMIDICHE | POLIESTERI TERMOPLASTICI | POLIOLEFINICHE | STIRENICHE E COPOLIMERI A BASE DI STIRENE | VINILICHE",
CESAP,https://dp-plast.fieramilano.it/exhibitor/734,https://dp-plast.fieramilano.it/exhibitor/734,Via Velleia 4,20900,MONZA,MB,Lombardia,Italy,+39 039 2045700,info@cesap.com,http://www.cesap.com,24,B15,,,,,"PROGETTAZIONE DEL PRODOTTO | INGEGNERIA DI PRODUZIONE | SERVIZI DI FABBRICAZIONE E PROCESSO | PROVE, MISURE E CONTROLLI | GARANZIA DI QUALITA' | RICERCA E SVILUPPO | CONSULENZA SUL RICICLAGGIO | CONSULENZA DI FORMAZIONE | CONSULENZA COMMERCIALE E GENERALE | SERVIZI DI INFORMAZIONE | ALTRI SERVIZI DI CONSULENZA | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA | FABBRICAZIONE E PROCESSO | SERVIZI COMMERCIALI E AMMINISTRATIVI","CESAP, parte del Gruppo 2MyB insieme alle consociate IIP e CESME, è specializzata nella formazione e nella consulenza per le imprese, con una consolidata competenza nel settore dei polimeri.
 Da oltre trent’anni, supporta le aziende nello sviluppo delle competenze tecniche e manageriali attraverso corsi a catalogo, percorsi personalizzati ed Executive Master nelle aree: Materiali e Tecnologie, Operations Management, Digital Transformation, Sostenibilità dei processi ed economia circolare. 
 Presso la sede di Monza è presente il Polymers Smart Hub 4.0, uno spazio dedicato all’innovazione, al trasferimento di competenze e allo sviluppo di nuove progettualità per il mondo dei polimeri e della manifattura avanzata."
WISDOM MOLD & PLASTIC TECHNOLOGY SUZHOU CO. LTD,https://dp-plast.fieramilano.it/exhibitor/735,https://dp-plast.fieramilano.it/exhibitor/735,"N. 6 Lingshan Road, Xukou Town  Wuzhong",215164,"Suzhou, Jiangsu",,,China,,bruce.wang@wisdom-mold.com,http://www.wisdom-mold.com,22,D51,,,,,STAMPI PER INIEZIONE/COMPRESSIONE | STAMPI PER TERMOFORMATURA | STAMPAGGIO A INIEZIONE | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | FORNITURA DI LAVORAZIONI PER CONTO TERZI | FORNITORI DI SEMILAVORATI O PRODOTTI FINITI IN  MATERIE PLASTICHE E GOMMA E SERVIZI DI LAVORAZIONE C,
PAGDER,https://dp-plast.fieramilano.it/exhibitor/736,https://dp-plast.fieramilano.it/exhibitor/736,"Varyap Meridian A Blok, Ofis 406, Ataşehir",34758,Istanbul,,,Turkey,+90 216 6292914,pagder@pagder.org,http://www.pagder.org,22,B145,,,,,AGENZIE DI SVILUPPO | ASSOCIAZIONI COMMERCIALI ED ENTI INDUSTRIALI | ORGANIZZATORI DI MOSTRE | ORGANIZZAZIONI COMMERCIALI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA,
PLASTICSEUROPE ITALIA,https://dp-plast.fieramilano.it/exhibitor/737,https://dp-plast.fieramilano.it/exhibitor/737,Via Giovanni da Procida 11,20149,MILANO,MI,Lombardia,Italy,+39 02 34565309,plasticseuropeitalia@federchimica.it,http://plasticseuropeitalia.federchimica.it,11,C101b-D112 b,,,,,ASSOCIAZIONI COMMERCIALI ED ENTI INDUSTRIALI | ORGANIZZAZIONI COMMERCIALI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA,Associazione Produttpri Materie Plastiche in Italia
AGENZIA ICE,https://dp-plast.fieramilano.it/exhibitor/738,https://dp-plast.fieramilano.it/exhibitor/738,Via Liszt  21,00144,ROMA,RM,Lazio,Italy,+39 06 59921,industrialeggera@ice.it,http://www.ice.it,11,C122,,,,,AGENZIE DI SVILUPPO | ORGANIZZAZIONI COMMERCIALI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA,"L’ICE-Agenzia per la promozione all’estero e l’internazionalizzazione delle imprese italiane è l’organismo attraverso cui il Governo favorisce il consolidamento e lo sviluppo economico-commerciale delle nostre imprese sui mercati esteri. Agisce, inoltre, quale soggetto incaricato di promuovere l’attrazione degli investimenti esteri in Italia. Con una organizzazione dinamica motivata e moderna e una diffusa rete di uffici all’estero, l’ICE svolge attività di informazione, assistenza, consulenza, promozione e formazione alle piccole e medie imprese italiane. Grazie all’utilizzo dei più moderni strumenti di promozione e di comunicazione multicanale, agisce per affermare le eccellenze del Made in Italy nel mondo."
COREPLA,https://dp-plast.fieramilano.it/exhibitor/739,https://dp-plast.fieramilano.it/exhibitor/739,Via del Vecchio Politecnico 3,20121,MILANO,MI,Lombardia,Italy,+39 02 760541,direzione@corepla.it,http://www.corepla.it,11,C101-D112,,,,,IMBALLAGGIO | ASSOCIAZIONI COMMERCIALI ED ENTI INDUSTRIALI | APPLICAZIONI DOMESTICHE | FORNITORI DI SEMILAVORATI O PRODOTTI FINITI IN  MATERIE PLASTICHE E GOMMA E SERVIZI DI LAVORAZIONE C | ORGANIZZAZIONI COMMERCIALI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA,
REPLANET MAGAZINE,https://dp-plast.fieramilano.it/exhibitor/740,https://dp-plast.fieramilano.it/exhibitor/740,Largo Parolini 131,36061,BASSANO DEL GRAPPA,VI,Veneto,Italy,+39 0424 529088,redazione@replanetmagazine.it,http://www.replanetmagazine.it,11,C98,,,,,CONSULENZA VENDITA E MARKETING | CONSULENZA COMMERCIALE E GENERALE | LIBRI E GIORNALI | SERVIZI COMMERCIALI E AMMINISTRATIVI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA | ORGANIZZAZIONI COMMERCIALI,
FMP - PLASTEXPO,https://dp-plast.fieramilano.it/exhibitor/741,https://dp-plast.fieramilano.it/exhibitor/741,Angle Rue Tamaris et Boulevard Mimosas Ain Sebaa,20250,Casablanca,,,Morocco,+212 522 662458,n.saouaf@fmplasturgie.ma,http://www.fmplasturgie.ma,22,C137,,,,,"IMPIANTI DI MESCOLAZIONE | IMPIANTI DI RICICLAGGIO | ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO, ALTRE | IMPIANTI D'ESTRUSIONE PER FILM SOFFIATO | IMPIANTI D'ESTRUSIONE PER REGGETTE | IMPIANTI D'ESTRUSIONE PER MONO E MULTIFILAMENTI | IMPIANTI D'ESTRUSIONE PER GOMMA | IMPIANTI D'ESTRUSIONE PER COMPOUND | MACCHINE PER ESTRUSIONE/SOFFIAGGIO | MACCHINE A INIEZIONE, ALTRE | STAMPI PER TERMOFORMATURA | MASTERBATCH COLORANTI | ALTRI SERVIZI DI CONSULENZA | ASSOCIAZIONI COMMERCIALI ED ENTI INDUSTRIALI | ORGANIZZATORI DI MOSTRE | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE PER SOFFI",
MOLTENI,https://dp-plast.fieramilano.it/exhibitor/742,https://dp-plast.fieramilano.it/exhibitor/742,Viale Pirovano 6/N,24125,BERGAMO,BG,Lombardia,Italy,+39 035 236236,info@battaggion.com,,,,,,,,,
AVEP,https://dp-plast.fieramilano.it/exhibitor/743,https://dp-plast.fieramilano.it/exhibitor/743,"Avenida del Oeste 38, 1a Pta 2",46001,Valencia,,,Spain,+34 96 3516159,avep@avep.es,http://www.avep.es,24,A95,,,,,ASSOCIAZIONI COMMERCIALI ED ENTI INDUSTRIALI | ORGANIZZAZIONI COMMERCIALI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA,
INTERPROGETTI EDITORI,https://dp-plast.fieramilano.it/exhibitor/744,https://dp-plast.fieramilano.it/exhibitor/744,Via Roggia Borromea 16,22060,CARUGO,CO,Lombardia,Italy,+39 031 3665163,vendite@interprogettied.com,http://www.interprogettied.com,11,A139,,,,,"PRESSE, ALTRE | STAMPA | LIBRI E GIORNALI | PRESSE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | FORNITORI DI OPERAZIONI POST-FINITURA | FORNITORI DI SEMILAVORATI O PRODOTTI FINITI IN  MATERIE PLASTICHE E GOMMA E SERVIZI DI LAVORAZIONE C | ORGANIZZAZIONI COMMERCIALI | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA",
PLASTIC SYSTEMS srl,https://dp-plast.fieramilano.it/exhibitor/745,https://dp-plast.fieramilano.it/exhibitor/745,Via G. Marconi 6,35010,BORGORICCO,PD,Veneto,Italy,+39 049 9335901,info@pegasoindustries.com,,,,,,,,,
